Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"EPHX1","Epoxide Hydrolase 1","Protein Coding","P07099","56","GC01P225810","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHX1"
"GNS","Glucosamine (N-Acetyl)-6-Sulfatase","Protein Coding","P15586","56","GC12M064713","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNS"
"HPN","Hepsin","Protein Coding","P05981","56","GC19P035040","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPN"
"HRH2","Histamine Receptor H2","Protein Coding","P25021","56","GC05P175684","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH2"
"IL18R1","Interleukin 18 Receptor 1","Protein Coding","Q13478","56","GC02P102311","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18R1"
"MYH3","Myosin Heavy Chain 3","Protein Coding","P11055","56","GC17M010628","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH3"
"PSMB10","Proteasome 20S Subunit Beta 10","Protein Coding","P40306","56","GC16M076516","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB10"
"BAMBI","BMP And Activin Membrane Bound Inhibitor","Protein Coding","Q13145","55","GC10P028724","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAMBI"
"CD5","CD5 Molecule","Protein Coding","P06127","55","GC11P129498","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD5"
"GAPDHS","Glyceraldehyde-3-Phosphate Dehydrogenase, Spermatogenic","Protein Coding","O14556","55","GC19P171521","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDHS"
"GFM1","G Elongation Factor Mitochondrial 1","Protein Coding","Q96RP9","55","GC03P158644","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFM1"
"HSPA2","Heat Shock Protein Family A (Hsp70) Member 2","Protein Coding","P54652","55","GC14P064535","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2"
"IDH3B","Isocitrate Dehydrogenase (NAD(+)) 3 Non-Catalytic Subunit Beta","Protein Coding","O43837","55","GC20M002658","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH3B"
"KIF2A","Kinesin Family Member 2A","Protein Coding","O00139","55","GC05P062306","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2A"
"NEK1","NIMA Related Kinase 1","Protein Coding","Q96PY6","55","GC04M169393","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK1"
"NPEPPS","Aminopeptidase Puromycin Sensitive","Protein Coding","P55786","55","GC17P047522","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPEPPS"
"PKN2","Protein Kinase N2","Protein Coding","Q16513","55","GC01P088684","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKN2"
"PSMC1","Proteasome 26S Subunit, ATPase 1","Protein Coding","P62191","55","GC14P090256","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC1"
"RIMS1","Regulating Synaptic Membrane Exocytosis 1","Protein Coding","Q86UR5","55","GC06P071886","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIMS1"
"ACAA2","Acetyl-CoA Acyltransferase 2","Protein Coding","P42765","54","GC18M049782","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAA2"
"ACKR1","Atypical Chemokine Receptor 1 (Duffy Blood Group)","Protein Coding","Q16570","54","GC01P183896","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR1"
"ADRM1","ADRM1 26S Proteasome Ubiquitin Receptor","Protein Coding","Q16186","54","GC20P062302","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRM1"
"CARS1","Cysteinyl-TRNA Synthetase 1","Protein Coding","P49589","54","GC11M003000","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARS1"
"CFHR1","Complement Factor H Related 1","Protein Coding","Q03591","54","GC01P196822","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR1"
"CXCR5","C-X-C Motif Chemokine Receptor 5","Protein Coding","P32302","54","GC11P131788","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR5"
"DSC3","Desmocollin 3","Protein Coding","Q14574","54","GC18M040204","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC3"
"HRG","Histidine Rich Glycoprotein","Protein Coding","P04196","54","GC03P186660","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRG"
"ITIH4","Inter-Alpha-Trypsin Inhibitor Heavy Chain 4","Protein Coding","Q14624","54","GC03M052812","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4"
"PAWR","Pro-Apoptotic WT1 Regulator","Protein Coding","Q96IZ0","54","GC12M079574","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAWR"
"SEC63","SEC63 Protein Translocation Regulator","Protein Coding","Q9UGP8","54","GC06M107867","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC63"
"AGGF1","Angiogenic Factor With G-Patch And FHA Domains 1","Protein Coding","Q8N302","53","GC05P077029","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGGF1"
"DCTN2","Dynactin Subunit 2","Protein Coding","Q13561","53","GC12M061010","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN2"
"DHX38","DEAH-Box Helicase 38","Protein Coding","Q92620","53","GC16P137868","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX38"
"ELAC2","ElaC Ribonuclease Z 2","Protein Coding","Q9BQ52","53","GC17M012991","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAC2"
"HLA-F","Major Histocompatibility Complex, Class I, F","Protein Coding","P30511","53","GC06P199476","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-F"
"IPO8","Importin 8","Protein Coding","O15397","53","GC12M030628","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO8"
"KIF1C","Kinesin Family Member 1C","Protein Coding","O43896","53","GC17P174415","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF1C"
"MOCS1","Molybdenum Cofactor Synthesis 1","Protein Coding","Q9NZB8","53","GC06M039899","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOCS1"
"NMT1","N-Myristoyltransferase 1","Protein Coding","P30419","53","GC17P175698","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMT1"
"RFC4","Replication Factor C Subunit 4","Protein Coding","P35249","53","GC03M186789","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC4"
"SORBS1","Sorbin And SH3 Domain Containing 1","Protein Coding","Q9BX66","53","GC10M095311","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SORBS1"
"TNS1","Tensin 1","Protein Coding","Q9HBL0","53","GC02M217799","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNS1"
"AFDN","Afadin, Adherens Junction Formation Factor","Protein Coding","P55196","52","GC06P201725","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFDN"
"ARL2","ARF Like GTPase 2","Protein Coding","P36404","52","GC11P129846","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL2"
"BST2","Bone Marrow Stromal Cell Antigen 2","Protein Coding","Q10589","52","GC19M115906","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BST2"
"C6","Complement C6","Protein Coding","P13671","52","GC05M041140","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6"
"CELF1","CUGBP Elav-Like Family Member 1","Protein Coding","Q92879","52","GC11M145861","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF1"
"COXFA4","Cytochrome C Oxidase Associated Subunit FA4","Protein Coding","O00483","52","GC07M010938","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COXFA4"
"CSRP1","Cysteine And Glycine Rich Protein 1","Protein Coding","P21291","52","GC01M201512","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP1"
"DMGDH","Dimethylglycine Dehydrogenase","Protein Coding","Q9UI17","52","GC05M082871","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMGDH"
"FKBP14","FKBP Prolyl Isomerase 14","Protein Coding","Q9NWM8","52","GC07M031865","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP14"
"GFM2","GTP Dependent Ribosome Recycling Factor Mitochondrial 2","Protein Coding","Q969S9","52","GC05M074721","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFM2"
"IPO13","Importin 13","Protein Coding","O94829","52","GC01P094953","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO13"
"MRPS16","Mitochondrial Ribosomal Protein S16","Protein Coding","Q9Y3D3","52","GC10M073248","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS16"
"NDUFA5","NADH:Ubiquinone Oxidoreductase Subunit A5","Protein Coding","Q16718","52","GC07M123536","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA5"
"OAS3","2''-5''-Oligoadenylate Synthetase 3","Protein Coding","Q9Y6K5","52","GC12P112938","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS3"
"PSIP1","PC4 And SRSF1 Interacting Protein 1","Protein Coding","O75475","52","GC09M015464","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSIP1"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","Q96T21","52","GC09P089318","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"SETX","Senataxin","Protein Coding","Q7Z333","52","GC09M132261","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"UGGT1","UDP-Glucose Glycoprotein Glucosyltransferase 1","Protein Coding","Q9NYU2","52","GC02P128091","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGGT1"
"BRD9","Bromodomain Containing 9","Protein Coding","Q9H8M2","51","GC05M002700","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD9"
"GEMIN4","Gem Nuclear Organelle Associated Protein 4","Protein Coding","P57678","51","GC17M000744","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN4"
"HEY2","Hes Related Family BHLH Transcription Factor With YRPW Motif 2","Protein Coding","Q9UBP5","51","GC06P200638","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY2"
"MYH1","Myosin Heavy Chain 1","Protein Coding","P12882","51","GC17M103830","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH1"
"MYL12A","Myosin Light Chain 12A","Protein Coding","P19105","51","GC18P003238","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A"
"PRMT3","Protein Arginine Methyltransferase 3","Protein Coding","O60678","51","GC11P025476","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRMT3"
"SGK3","Serum/Glucocorticoid Regulated Kinase Family Member 3","Protein Coding","Q96BR1","51","GC08P066712","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK3"
"SGTA","Small Glutamine Rich Tetratricopeptide Repeat Co-Chaperone Alpha","Protein Coding","O43765","51","GC19M002754","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGTA"
"STRAP","Serine/Threonine Kinase Receptor Associated Protein","Protein Coding","Q9Y3F4","51","GC12P015882","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRAP"
"SYNE2","Spectrin Repeat Containing Nuclear Envelope Protein 2","Protein Coding","Q8WXH0","51","GC14P063761","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE2"
"TSPAN1","Tetraspanin 1","Protein Coding","O60635","51","GC01P095075","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN1"
"UCK2","Uridine-Cytidine Kinase 2","Protein Coding","Q9BZX2","51","GC01P184134","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCK2"
"VPS26A","VPS26 Retromer Complex Component A","Protein Coding","O75436","51","GC10P069123","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS26A"
"ARHGEF17","Rho Guanine Nucleotide Exchange Factor 17","Protein Coding","Q96PE2","50","GC11P130579","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF17"
"ATP5ME","ATP Synthase Membrane Subunit E","Protein Coding","P56385","50","GC04M007076","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5ME"
"CDK18","Cyclin Dependent Kinase 18","Protein Coding","Q07002","50","GC01P205504","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK18"
"COTL1","Coactosin Like F-Actin Binding Protein 1","Protein Coding","Q14019","50","GC16M084566","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COTL1"
"COX7A2","Cytochrome C Oxidase Subunit 7A2","Protein Coding","P14406","50","GC06M075237","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7A2"
"DZIP1","DAZ Interacting Zinc Finger Protein 1","Protein Coding","Q86YF9","50","GC13M095578","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DZIP1"
"ELK4","ETS Transcription Factor ELK4","Protein Coding","P28324","50","GC01M205598","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK4"
"HM13","Histocompatibility Minor 13","Protein Coding","Q8TCT9","50","GC20P031514","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HM13"
"HOOK1","Hook Microtubule Tethering Protein 1","Protein Coding","Q9UJC3","50","GC01P059814","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOOK1"
"IPO11","Importin 11","Protein Coding","Q9UI26","50","GC05P062403","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO11"
"LCN1","Lipocalin 1","Protein Coding","P31025","50","GC09P135521","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN1"
"METTL14","Methyltransferase 14, N6-Adenosine-Methyltransferase Non-Catalytic Subunit","Protein Coding","Q9HCE5","50","GC04P118685","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL14"
"MOV10L1","Mov10 Like RNA Helicase 1","Protein Coding","Q9BXT6","50","GC22P102942","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOV10L1"
"MTCH2","Mitochondrial Carrier 2","Protein Coding","Q9Y6C9","50","GC11M047604","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH2"
"PSMD5","Proteasome 26S Subunit, Non-ATPase 5","Protein Coding","Q16401","50","GC09M120815","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD5"
"RNF20","Ring Finger Protein 20","Protein Coding","Q5VTR2","50","GC09P101533","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF20"
"SLC2A6","Solute Carrier Family 2 Member 6","Protein Coding","Q9UGQ3","50","GC09M133471","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A6"
"USP30","Ubiquitin Specific Peptidase 30","Protein Coding","Q70CQ3","50","GC12P109027","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP30"
"VIL1","Villin 1","Protein Coding","P09327","50","GC02P218419","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIL1"
"C1GALT1","Core 1 Synthase, Glycoprotein-N-Acetylgalactosamine 3-Beta-Galactosyltransferase 1","Protein Coding","Q9NS00","49","GC07P007156","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1GALT1"
"PIWIL4","Piwi Like RNA-Mediated Gene Silencing 4","Protein Coding","Q7Z3Z4","49","GC11P094543","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIWIL4"
"STOML2","Stomatin Like 2","Protein Coding","Q9UJZ1","49","GC09M035099","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOML2"
"TARBP1","TRNA Guanosine 2 -O-Methyltransferase TARBP1","Protein Coding","Q13395","49","GC01M234391","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARBP1"
"TDRD9","Tudor Domain Containing 9","Protein Coding","Q8NDG6","49","GC14P122686","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD9"
"ZFX","Zinc Finger Protein X-Linked","Protein Coding","P17010","49","GC0XP024148","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFX"
"CCT6B","Chaperonin Containing TCP1 Subunit 6B","Protein Coding","Q92526","48","GC17M034927","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6B"
"CEP43","Centrosomal Protein 43","Protein Coding","O95684","48","GC06P201664","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP43"
"CHERP","Calcium Homeostasis Endoplasmic Reticulum Protein","Protein Coding","Q8IWX8","48","GC19M016517","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHERP"
"CNTRL","Centriolin","Protein Coding","Q7Z7A1","48","GC09P121074","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTRL"
"FASTK","Fas Activated Serine/Threonine Kinase","Protein Coding","Q14296","48","GC07M151077","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTK"
"GALNT14","Polypeptide N-Acetylgalactosaminyltransferase 14","Protein Coding","Q96FL9","48","GC02M030888","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT14"
"HTATSF1","HIV-1 Tat Specific Factor 1","Protein Coding","O43719","48","GC0XP136547","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTATSF1"
"KCNE4","Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 4","Protein Coding","Q8WWG9","48","GC02P223051","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNE4"
"KRT71","Keratin 71","Protein Coding","Q3SY84","48","GC12M052543","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT71"
"NOL8","Nucleolar Protein 8","Protein Coding","Q76FK4","48","GC09M092297","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL8"
"RANBP17","RAN Binding Protein 17","Protein Coding","Q9H2T7","48","GC05P170861","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP17"
"SEC23IP","SEC23 Interacting Protein","Protein Coding","Q9Y6Y8","48","GC10P119892","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC23IP"
"TDRD7","Tudor Domain Containing 7","Protein Coding","Q8NHU6","48","GC09P159870","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD7"
"TENT4A","Terminal Nucleotidyltransferase 4A","Protein Coding","Q5XG87","48","GC05P006713","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT4A"
"TNPO2","Transportin 2","Protein Coding","O14787","48","GC19M012699","0.793337464332581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNPO2"
